Status,EURING_Code,Current_Name,Date_Updated,Notes,Old_Name,IOC,English_Name
a,14669,Paridae sp.,02.06.2008,,Parus sp.,NA,NA
sp,14670,Sitta yunnanensis,02.06.2008,,Sitta yunnanensis,29550,Yunnan Nuthatch
sp,14680,Sitta villosa,02.06.2008,,Sitta villosa,29555,Chinese Nuthatch
sp,14690,Sitta krueperi,02.06.2008,,Sitta krueperi,29552,Krüper's Nuthatch
sp,14700,Sitta whiteheadi,02.06.2008,,Sitta whiteheadi,29554,Corsican Nuthatch
sp,14710,Sitta ledanti,02.06.2008,,Sitta ledanti,29551,Algerian Nuthatch
sp,14720,Sitta canadensis,02.06.2008,,Sitta canadensis,29553,Red-breasted Nuthatch
sp,14730,Sitta pygmaea,02.06.2008,,Sitta pygmaea,29537,Pygmy Nuthatch
sp,14740,Sitta pusilla,18.10.2024,Excludes Sitta insularis,Sitta pusilla,29546,Brown-headed Nuthatch
sp,14750,Sitta leucopsis,18.10.2024,Excludes Sitta przewalskii,Sitta leucopsis,29496,White-cheeked Nuthatch
sp,14760,Sitta carolinensis,02.06.2008,,Sitta carolinensis,29503,White-breasted Nuthatch
sp,14770,Sitta himalayensis,02.06.2008,,Sitta himalayensis,29574,White-tailed Nuthatch
sp,14780,Sitta castanea,18.10.2024,Excludes Sitta cinnamoventris and Sitta neglecta,Sitta castanea,29606,Indian Nuthatch
sp,14790,Sitta europaea,18.10.2024,Excludes Sitta arctica,Sitta europaea,29575,Eurasian Nuthatch
ssp,14791,Sitta europaea europaea,02.06.2008,,Sitta europaea europaea,29592,NA
ssp,14792,Sitta europaea asiatica,02.06.2008,,Sitta europaea asiatica,29580,NA
ssp,14793,Sitta europaea caesia,02.06.2008,,Sitta europaea caesia,29591,NA
sp,14800,Sitta tephronota,02.06.2008,,Sitta tephronota,29566,Eastern Rock Nuthatch
sp,14810,Sitta neumayer,02.06.2008,,Sitta neumayer,29559,Western Rock Nuthatch
sp,14820,Tichodroma muraria,02.06.2008,,Tichodroma muraria,29616,Wallcreeper
sp,14830,Certhia discolor,18.10.2024,Excludes Certhia manipurensis,Certhia discolor,29667,Sikkim Treecreeper
sp,14840,Certhia himalayana,02.06.2008,,Certhia himalayana,29661,Bar-tailed Treecreeper
sp,14850,Certhia nipalensis,02.06.2008,,Certhia nipalensis,29666,Rusty-flanked Treecreeper
sp,14860,Certhia familiaris,18.10.2024,Excludes Certhia hodgsoni,Certhia familiaris,29619,Eurasian Treecreeper
ssp,14861,Certhia familiaris familiaris,02.06.2008,,Certhia familiaris familiaris,29623,NA
ssp,14862,Certhia familiaris britannica,02.06.2008,,Certhia familiaris britannica,29620,NA
ssp,14863,Certhia familiaris corsa,02.06.2008,,Certhia familiaris corsa,29622,NA
ssp,14864,Certhia familiaris macrodactyla,02.06.2008,,Certhia familiaris macrodactyla,29621,NA
sp,14870,Certhia brachydactyla,02.06.2008,,Certhia brachydactyla,29652,Short-toed Treecreeper
a,14879,Certhia sp.,07.07.2014,Treecreeper sp.,Certhia sp.,NA,NA
sp,14880,Cephalopyrus flammiceps,02.06.2008,,Cephalopyrus flammiceps,23564,Fire-capped Tit
sp,14890,Auriparus flaviceps,02.06.2008,,Auriparus flaviceps,23941,Verdin
sp,14900,Remiz pendulinus,18.10.2024,Excludes Remiz macronyx,Remiz pendulinus,23898,Eurasian Penduline Tit
ssp,14901,Remiz pendulinus pendulinus,02.06.2008,,Remiz pendulinus pendulinus,23899,NA
sp,14902,Remiz coronatus,02.06.2008,,Remiz pendulinus coronatus,23908,White-crowned Penduline Tit
sp,14903,Remiz macronyx,02.06.2008,,Remiz pendulinus macronyx,23903,Black-headed Penduline Tit
sp,14910,Hedydipna platura,02.06.2008,,Anthreptes platurus,32355,Pygmy Sunbird
sp,14920,Hedydipna metallica,02.06.2008,,Anthreptes metallicus,32357,Nile Valley Sunbird
sp,14930,Cinnyris asiaticus,02.06.2008,,Nectarinia asiatica,32619,Purple Sunbird
sp,14940,Cinnyris habessinicus,07.11.2024,Excludes Cinnyris hellmayri,Nectarinia habessinica,32586,Abyssinian Sunbird
sp,14950,Cinnyris osea,02.06.2008,,Nectarinia osea,32580,Palestine Sunbird
sp,14960,Aethopyga gouldiae,02.06.2008,,Aethopyga gouldiae,32712,Mrs. Gould's Sunbird
sp,14970,Aethopyga nipalensis,02.06.2008,,Aethopyga nipalensis,32717,Green-tailed Sunbird
sp,14980,Aethopyga ignicauda,02.06.2008,,Aethopyga ignicauda,32767,Fire-tailed Sunbird
sp,14990,Pachyglossa melanozantha,26.03.2025,,Dicaeum melanoxanthum,32095,Yellow-bellied Flowerpecker
sp,15000,Dicaeum ignipectus,07.11.2024,Excludes Dicaeum cambodianum; Dicaeum beccarii and Dicaeum luzoniensis,Dicaeum ignipectus,32244,Fire-breasted Flowerpecker
sp,15010,Zosterops palpebrosus,02.06.2008,,Zosterops palpebrosa,27460,Indian White-eye
sp,15020,Zosterops erythropleurus,02.06.2008,,Zosterops erythropleura,27426,Chestnut-flanked White-eye
sp,15030,Zosterops japonicus,02.06.2008,,Zosterops japonica,27439,Warbling White-eye
sp,15040,Zosterops abyssinicus,02.06.2008,,Zosterops abyssinica,27416,Abyssinian White-eye
a,15049,Zosteropidae sp.,02.06.2008,,Zosterops sp.,NA,NA
sp,15050,Apalopteron familiare,02.06.2008,,Apalopteron familiare,27399,Bonin White-eye
sp,15060,Oriolus traillii,02.06.2008,,Oriolus traillii,21674,Maroon Oriole
sp,15070,Oriolus chinensis,02.06.2008,,Oriolus chinensis,21738,Black-naped Oriole
sp,15080,Oriolus oriolus,02.06.2008,,Oriolus oriolus,21736,Eurasian Golden Oriole
sp,15090,Tchagra senegalus,02.06.2008,,Tchagra senegala,20175,Black-crowned Tchagra
sp,15100,Telophorus cruentus,02.06.2008,,Rhodophoneus cruentus,20145,Rosy-patched Bushshrike
sp,15110,Lanius tigrinus,02.06.2008,,Lanius tigrinus,22616,Tiger Shrike
sp,15120,Lanius bucephalus,02.06.2008,,Lanius bucephalus,22641,Bull-headed Shrike
sp,15130,Lanius cristatus,02.06.2008,,Lanius cristatus,22636,Brown Shrike
a,15140,Lanius isabellinus sensu lato,18.10.2024,,Lanius isabellinus,NA,NA
sp,15141,Lanius isabellinus,18.10.2024,Excludes Lanius phoenicuroides,,22620,Isabelline Shrike
sp,15150,Lanius collurio,02.06.2008,,Lanius collurio,22624,Red-backed Shrike
o,15151,obsolete,18.10.2024,Lanius collurio is monotypic. No ssp recognized.,Lanius collurio collurio,NA,NA
sp,15152,Lanius phoenicuroides,02.06.2008,,Lanius collurio phoenicuroides,22629,Red-tailed Shrike
o,15153,Obsolete code,18.10.2024,Duplicate; use 15141,Lanius collurio isabellinus,NA,NA
sp,15160,Lanius vittatus,02.06.2008,,Lanius vittatus,22617,Bay-backed Shrike
sp,15170,Lanius schach,02.06.2008,,Lanius schach,22644,Long-tailed Shrike
sp,15180,Lanius tephronotus,02.06.2008,,Lanius tephronotus,22655,Grey-backed Shrike
sp,15190,Lanius minor,02.06.2008,,Lanius minor,22605,Lesser Grey Shrike
sp,15200,Lanius excubitor,18.10.2024,Excludes Lanius meridionalis and Lanius borealis,Lanius excubitor,22544,Great Grey Shrike
ssp,15201,Lanius excubitor excubitor,02.06.2008,,Lanius excubitor excubitor,22545,NA
ssp,15202,Lanius excubitor elegans,02.06.2008,,Lanius excubitor elegans,22551,NA
sp,15203,Lanius meridionalis,02.06.2008,,Lanius excubitor meridionalis,22577,Iberian Grey Shrike
ssp,15204,Lanius excubitor homeyeri,20.01.2009,,Lanius excubitor homeyeri,22546,NA
ssp,15205,Lanius excubitor algeriensis,20.01.2009,,Lanius excubitor algeriensis,22549,NA
ssp,15206,Lanius excubitor pallidirostris,18.10.2024,,Lanius pallidirostris,22559,NA
ssp,15207,Lanius excubitor aucheri,14.02.2022,,,22553,NA
sp,15210,Lanius sphenocercus,02.06.2008,,Lanius sphenocercus,22575,Chinese Grey Shrike
sp,15220,Lanius ludovicianus,02.06.2008,,Lanius ludovicianus,22561,Loggerhead Shrike
sp,15230,Lanius senator,02.06.2008,,Lanius senator,22608,Woodchat Shrike
ssp,15231,Lanius senator senator,02.06.2008,,Lanius senator senator,22609,NA
ssp,15232,Lanius senator badius,02.06.2008,,Lanius senator badius,22611,NA
ssp,15233,Lanius senator niloticus,02.06.2008,,Lanius senator niloticus,22612,NA
sp,15240,Lanius nubicus,02.06.2008,,Lanius nubicus,22586,Masked Shrike
a,15249,Lanius sp.,02.06.2008,,Lanius sp.,NA,NA
sp,15250,Dicrurus macrocercus,02.06.2008,,Dicrurus macrocercus,21913,Black Drongo
sp,15260,Dicrurus leucophaeus,02.06.2008,,Dicrurus leucophaeus,21873,Ashy Drongo
sp,15270,Dicrurus hottentottus,18.10.2024,Excludes Dicrurus menagei et Dicrurus palawensis,Dicrurus hottentottus,21826,Hair-crested Drongo
sp,15280,Cyanocorax dickeyi,02.06.2008,,Cyanocorax dickeyi,22756,Tufted Jay
sp,15290,Cyanocorax yncas,18.10.2024,Excludes Cyanocorax luxuosus,Cyanocorax yncas,22738,Inca Jay
sp,15300,Cyanocorax formosus,22.11.2024,,Cyanocorax formosa,22713,White-throated Magpie-Jay
sp,15310,Cyanocorax morio,22.11.2024,,Cyanocorax morio,22718,Brown Jay
sp,15320,Cyanocorax sanblasianus,02.06.2008,,Cyanocorax sanblasiana,22753,San Blas Jay
sp,15330,Cyanocorax beecheii,02.06.2008,,Cyanocorax beecheii,22752,Purplish-backed Jay
sp,15340,Cyanocitta stelleri,02.06.2008,,Cyanocitta stelleri,22778,Steller's Jay
sp,15350,Cyanocitta cristata,02.06.2008,,Cyanocitta cristata,22773,Blue Jay
sp,15360,Aphelocoma ultramarina,18.10.2024,Excludes Aphelocoma wollweberi,Aphelocoma ultramarina,22802,Transvolcanic Jay
sp,15370,Aphelocoma coerulescens,02.06.2008,,Aphelocoma coerulescens,22835,Florida Scrub Jay
sp,15380,Gymnorhinus cyanocephalus,02.06.2008,,Gymnorhinus cyanocephalus,22837,Pinyon Jay
sp,15390,Garrulus glandarius,02.06.2008,,Garrulus glandarius,22838,Eurasian Jay
ssp,15391,Garrulus glandarius glandarius,30.06.2021,,Garrulus glandarius glandarius,22841,NA
sp,15400,Garrulus lanceolatus,02.06.2008,,Garrulus lanceolatus,22882,Black-headed Jay
sp,15410,Garrulus lidthi,02.06.2008,,Garrulus lidthi,22883,Lidth's Jay
sp,15420,Perisoreus canadensis,02.06.2008,,Perisoreus canadensis,22675,Canada Jay
sp,15430,Perisoreus infaustus,02.06.2008,,Perisoreus infaustus,22662,Siberian Jay
sp,15440,Perisoreus internigrans,02.06.2008,,Perisoreus internigrans,22674,Sichuan Jay
sp,15450,Urocissa flavirostris,02.06.2008,,Urocissa flavirostris,22898,Yellow-billed Blue Magpie
sp,15460,Urocissa erythroryncha,02.06.2008,,Urocissa erythrorhyncha,22903,Red-billed Blue Magpie
sp,15470,Cyanopica cooki,14.11.2023,,Cyanopica cyana,22894,Iberian Magpie
sp,15480,Dendrocitta formosae,02.06.2008,,Dendrocitta formosae,22943,Grey Treepie
sp,15490,Pica pica,18.10.2024,Excludes Pica mauritanica; Pica asirensis; Pica bottanensis; Pica serica and Pica hudsonia,Pica pica,22958,Eurasian Magpie
ssp,15491,Pica pica pica,02.06.2008,,Pica pica pica,22960,NA
ssp,15492,Pica pica melanotos,18.10.2024,,Pica pica melanotus,22962,NA
sp,15493,Pica mauritanica,02.06.2008,,Pica pica mauritanica,22967,Maghreb Magpie
sp,15500,Pica nuttalli,02.06.2008,,Pica nuttalli,22978,Yellow-billed Magpie
sp,15510,Podoces hendersoni,02.06.2008,,Podoces hendersoni,22980,Mongolian Ground Jay
sp,15520,Podoces biddulphi,02.06.2008,,Podoces biddulphi,22981,Xinjiang Ground Jay
sp,15530,Podoces panderi,02.06.2008,,Podoces panderi,22982,Turkestan Ground Jay
sp,15540,Podoces pleskei,02.06.2008,,Podoces pleskei,22985,Iranian Ground Jay
sp,15550,Pseudopodoces humilis,02.06.2008,,Pseudopodoces humilis,23792,Ground Tit
sp,15560,Nucifraga columbiana,02.06.2008,,Nucifraga columbiana,22986,Clark's Nutcracker
sp,15570,Nucifraga caryocatactes,22.11.2024,Excludes Nucifraga multipunctata and Nucifraga hemispila,Nucifraga caryocatactes,22987,Northern Nutcracker
ssp,15571,Nucifraga caryocatactes caryocatactes,02.06.2008,,Nucifraga caryocatactes caryocatactes,22988,NA
ssp,15572,Nucifraga caryocatactes macrorhynchos,02.06.2008,,Nucifraga caryocatactes macrorhynchos,22989,NA
sp,15580,Pyrrhocorax graculus,02.06.2008,,Pyrrhocorax graculus,23009,Alpine Chough
sp,15590,Pyrrhocorax pyrrhocorax,02.06.2008,,Pyrrhocorax pyrrhocorax,23000,Red-billed Chough
sp,15600,Coloeus monedula,02.06.2008,,Corvus monedula,23014,Western Jackdaw
ssp,15601,Coloeus monedula monedula,02.06.2008,,Corvus monedula monedula,23015,NA
ssp,15602,Coloeus monedula soemmerringii,02.06.2008,,Corvus monedula soemmerringii,23017,NA
ssp,15603,Coloeus monedula spermologus,02.06.2008,,Corvus monedula spermologus,23016,NA
sp,15610,Coloeus dauuricus,02.06.2008,,Corvus dauuricus,23019,Daurian Jackdaw
sp,15620,Corvus splendens,02.06.2008,,Corvus splendens,23020,House Crow
sp,15630,Corvus frugilegus,02.06.2008,,Corvus frugilegus,23060,Rook
sp,15640,Corvus brachyrhynchos,02.06.2008,,Corvus brachyrhynchos,23063,American Crow
sp,15650,Corvus imparatus,02.06.2008,,Corvus imparatus,23071,Tamaulipas Crow
sp,15660,Corvus ossifragus,02.06.2008,,Corvus ossifragus,23073,Fish Crow
a,15670,Corvus corone sensu lato,18.10.2024,Includes Corvus cornix,Corvus corone,NA,NA
sp,15671,Corvus corone,18.10.2024,Excludes Corvus cornix,Corvus corone corone,23082,Carrion Crow
sp,15673,Corvus cornix,02.06.2008,,Corvus corone cornix,23085,Hooded Crow
sp,15680,Corvus macrorhynchos,22.11.2024,Excludes Corvus philippinus,Corvus macrorhynchos,23092,Large-billed Crow
sp,15690,Corvus torquatus,02.06.2008,,Corvus torquatus,23091,Collared Crow
sp,15700,Corvus albus,02.06.2008,,Corvus albus,23124,Pied Crow
sp,15710,Corvus ruficollis,02.06.2008,,Corvus ruficollis,23125,Brown-necked Raven
sp,15720,Corvus corax,02.06.2008,,Corvus corax,23129,Northern Raven
ssp,15721,Corvus corax corax,02.06.2008,,Corvus corax corax,23134,NA
ssp,15722,Corvus corax tingitanus,02.06.2008,,Corvus corax tingitanus,23137,NA
sp,15730,Corvus cryptoleucus,02.06.2008,,Corvus cryptoleucus,23142,Chihuahuan Raven
sp,15740,Corvus rhipidurus,02.06.2008,,Corvus rhipidurus,23143,Fan-tailed Raven
a,15749,Corvus sp.,02.06.2008,,Corvus sp.,NA,NA
sp,15750,Onychognathus tristramii,02.06.2008,,Onychognathus tristramii,30096,Tristram's Starling
sp,15760,Cinnyricinclus leucogaster,02.06.2008,,Cinnyricinclus leucogaster,30073,Violet-backed Starling
sp,15770,Sturnia pagodarum,02.06.2008,,Sturnus pagodarum,29984,Brahminy Starling
sp,15780,Spodiopsar sericeus,02.06.2008,,Sturnus sericeus,29960,Red-billed Starling
sp,15790,Agropsar sturninus,02.06.2008,,Sturnus sturninus,29971,Daurian Starling
sp,15800,Agropsar philippensis,02.06.2008,,Sturnus philippensis,29972,Chestnut-cheeked Starling
sp,15810,Sturnia sinensis,02.06.2008,,Sturnus sinensis,29973,White-shouldered Starling
sp,15820,Sturnus vulgaris,02.06.2008,,Sturnus vulgaris,29990,Common Starling
sp,15830,Sturnus unicolor,02.06.2008,,Sturnus unicolor,30004,Spotless Starling
sp,15840,Pastor roseus,02.06.2008,,Sturnus roseus,29989,Rosy Starling
sp,15850,Spodiopsar cineraceus,02.06.2008,,Sturnus cineraceus,29961,White-cheeked Starling
a,15859,Sturnidae sp.,02.06.2008,,Sturnus sp.,NA,NA
sp,15860,Creatophora cinerea,02.06.2008,,Creatophora cineracea,30005,Wattled Starling
sp,15870,Acridotheres tristis,02.06.2008,,Acridotheres tristis,29949,Common Myna
sp,15880,Acridotheres ginginianus,02.06.2008,,Acridotheres ginginianus,29948,Bank Myna
sp,15890,Acridotheres cristatellus,02.06.2008,,Acridotheres cristatellus,29934,Crested Myna
sp,15900,Passer ammodendri,02.06.2008,,Passer ammodendri,32923,Saxaul Sparrow
sp,15910,Passer domesticus,02.06.2008,,Passer domesticus,32939,House Sparrow
ssp,15911,Passer domesticus domesticus,02.06.2008,,Passer domesticus domesticus,32940,NA
sp,15912,Passer italiae,02.06.2008,,Passer italiae,32937,Italian Sparrow
ssp,15913,Passer domesticus indicus,02.06.2008,,Passer domesticus indicus,32947,NA
ssp,15914,Passer domesticus biblicus,23.03.2015,,Passer domesticus biblicus,32944,NA
a,15919,Passer domesticus/hispaniolensis,30.01.2012,Identity of species unclear (some females or juveniles),Passer domesticus/hispaniolensis,NA,NA
sp,15920,Passer hispaniolensis,02.06.2008,,Passer hispaniolensis,32934,Spanish Sparrow
ssp,15921,Passer hispaniolensis hispaniolensis,02.06.2008,,Passer hispaniolensis hispaniolensis,32935,NA
o,15922,Passer hispaniolensis maltae,07.11.2024,Ssp no longer recongnized; use 15912,Passer hispaniolensis maltae,NA,NA
sp,15930,Passer pyrrhonotus,02.06.2008,,Passer pyrrhonotus,32905,Sind Sparrow
sp,15940,Passer cinnamomeus,02.06.2008,,Passer rutilans,32906,Russet Sparrow
sp,15950,Passer moabiticus,02.06.2008,,Passer moabiticus,32968,Dead Sea Sparrow
sp,15960,Passer iagoensis,02.06.2008,,Passer iagoensis,32957,Iago Sparrow
sp,15970,Passer simplex,07.11.2024,Excludes Passer zarudnyi,Passer simplex,32959,Desert Sparrow
sp,15980,Passer montanus,02.06.2008,,Passer montanus,32910,Eurasian Tree Sparrow
sp,15990,Passer luteus,02.06.2008,,Passer luteus,32966,Sudan Golden Sparrow
sp,16000,Passer euchlorus,02.06.2008,,Passer euchlorus,32964,Arabian Golden Sparrow
a,16009,Passer sp.,02.06.2008,,Passer sp.,NA,NA
sp,16010,Carpospiza brachydactyla,02.06.2008,,Petronia brachydactyla,32824,Pale Rockfinch
sp,16020,Gymnoris xanthocollis,02.06.2008,,Petronia xanthocollis,32872,Yellow-throated Sparrow
sp,16030,Gymnoris dentata,02.06.2008,,Petronia dentata,32869,Sahel Bush Sparrow
sp,16040,Petronia petronia,02.06.2008,,Petronia petronia,32825,Rock Sparrow
sp,16050,Pyrgilauda theresae,02.06.2008,,Montifringilla theresae,32850,Afghan Snowfinch
sp,16060,Pyrgilauda blanfordi,02.06.2008,,Montifringilla blanfordi,32857,Blanford's Snowfinch
sp,16070,Pyrgilauda ruficollis,02.06.2008,,Montifringilla ruficollis,32851,Rufous-necked Snowfinch
sp,16080,Pyrgilauda davidiana,02.06.2008,,Montifringilla davidiana,32854,Pere David's Snowfinch
sp,16090,Onychostruthus taczanowskii,02.06.2008,,Montifringilla taczanowskii,32835,White-rumped Snowfinch
sp,16100,Montifringilla adamsi,02.06.2008,,Montifringilla adamsi,32847,Black-winged Snowfinch
sp,16110,Montifringilla nivalis,02.06.2008,,Montifringilla nivalis,32838,White-winged Snowfinch
sp,16120,Ploceus galbula,02.06.2008,,Ploceus galbula,33078,Rüppell's Weaver
sp,16130,Lagonosticta senegala,02.06.2008,,Lagonosticta senegala,33737,Red-billed Firefinch
sp,16140,Uraeginthus bengalus,02.06.2008,,Uraeginthus bengalus,33685,Red-cheeked Cordon-bleu
sp,16150,Estrilda astrild,02.06.2008,,Estrilda astrild,33615,Common Waxbill
sp,16160,Estrilda rufibarba,02.06.2008,,Estrilda rufibarba,33638,Arabian Waxbill
sp,16170,Amandava subflava,02.06.2008,,Amandava subflava,33666,Orange-breasted Waxbill
sp,16180,Euodice malabarica,02.06.2008,,Euodice malabarica,33371,Indian Silverbill
sp,16190,Euodice cantans,07.11.2024,,Euodice cantans,33368,African Silverbill
sp,16200,Lonchura striata,02.06.2008,,Lonchura striata,33406,White-rumped Munia
sp,16210,Vireo atricapilla,02.06.2008,,Vireo atricapillus,21597,Black-capped Vireo
sp,16220,Vireo pallens,02.06.2008,Includes Vireo approximans,Vireo pallens,21557,Mangrove Vireo
sp,16230,Vireo griseus,02.06.2008,,Vireo griseus,21571,White-eyed Vireo
sp,16240,Vireo crassirostris,02.06.2008,,Vireo crassirostris,21579,Thick-billed Vireo
sp,16250,Vireo bellii,02.06.2008,,Vireo bellii,21591,Bell's Vireo
sp,16260,Vireo vicinior,02.06.2008,,Vireo vicinior,21537,Grey Vireo
sp,16270,Vireo solitarius,02.06.2008,,Vireo solitarius,21541,Blue-headed Vireo
sp,16280,Vireo flavifrons,02.06.2008,,Vireo flavifrons,21538,Yellow-throated Vireo
sp,16290,Vireo huttoni,02.06.2008,,Vireo huttoni,21523,Hutton's Vireo
sp,16300,Vireo hypochryseus,02.06.2008,,Vireo hypochryseus,21459,Golden Vireo
sp,16310,Vireo philadelphicus,02.06.2008,,Vireo philadelphicus,21497,Philadelphia Vireo
sp,16320,Vireo flavoviridis,02.06.2008,,Vireo flavoviridis,21463,Yellow-green Vireo
sp,16330,Vireo olivaceus,18.10.2024,Excludes Vireo chivi,Vireo olivaceus,21470,Red-eyed Vireo
sp,16340,Vireo altiloquus,02.06.2008,,Vireo altiloquus,21477,Black-whiskered Vireo
sp,16350,Vireo gilvus,02.06.2008,,Vireo gilvus,21498,Warbling Vireo
sp,16360,Fringilla coelebs,07.11.2024,Excludes Fringilla spodiogenys; Fringilla morelletti; Fringilla maderensis and Fringilla canariensis,Fringilla coelebs,34153,Eurasian Chaffinch
ssp,16361,Fringilla coelebs coelebs,02.06.2008,,Fringilla coelebs coelebs,34155,NA
ssp,16362,Fringilla spodiogenys africana,18.10.2024,,Fringilla coelebs africana,34164,NA
ssp,16363,Fringilla canariensis ombriosa,07.11.2024,,Fringilla coelebs ombriosa,34174,NA
ssp,16364,Fringilla canariensis palmae,07.11.2024,,Fringilla coelebs palmae,34175,NA
ssp,16365,Fringilla canariensis canariensis,07.11.2024,,Fringilla coelebs canariensis,34172,NA
sp,16366,Fringilla moreletti,07.11.2024,,Fringilla coelebs moreletti,34167,Azores Chaffinch
sp,16367,Fringilla spodiogenys,26.03.2024,,,34163,African Chaffinch
a,16370,Fringilla teydea sensu lato,07.11.2024,Includes Fringilla polatzeki,Fringilla teydea,NA,NA
sp,16371,Fringilla teydea,07.11.2024,Excludes Fringilla polatzeki,Fringilla teydea teydea,34176,Tenerife Blue Chaffinch
sp,16372,Fringilla polatzeki,02.06.2008,,Fringilla teydea polatzeki,34178,Gran Canaria Blue Chaffinch
sp,16380,Fringilla montifringilla,02.06.2008,,Fringilla montifringilla,34180,Brambling
a,16389,Fringilla sp.,07.11.2024,,Fringilla sp.,NA,NA
sp,16390,Serinus pusillus,02.06.2008,,Serinus pusillus,34713,Red-fronted Serin
sp,16400,Serinus serinus,02.06.2008,,Serinus serinus,34714,European Serin
sp,16410,Serinus syriacus,02.06.2008,,Serinus syriacus,34715,Syrian Serin
sp,16420,Serinus canaria,02.06.2008,,Serinus canaria,34716,Atlantic Canary
sp,16430,Spinus thibetanus,02.06.2008,,Serinus thibetanus,34730,Tibetan Serin
a,16440,Carduelis citrinella sensu lato,07.11.2024,Includes Carduelis corsicana,Serinus citrinella,NA,NA
sp,16441,Carduelis citrinella,07.11.2024,Excludes Carduelis corsicana,Serinus citrinella citrinella,34709,Citril Finch
sp,16442,Carduelis corsicana,02.06.2008,,Serinus citrinella corsicana,34711,Corsican Finch
sp,16450,Crithagra rothschildi,02.06.2008,,Serinus rothschildi,34541,Arabian Serin
sp,16460,Crithagra menachensis,02.06.2008,,Serinus menachensis,34563,Yemen Serin
sp,16470,Rhynchostruthus socotranus,07.11.2024,Excludes Rhynchostruthus percivali,Rhynchostruthus socotranus,34490,Socotra Golden-winged Grosbeak
sp,16480,Callacanthis burtoni,02.06.2008,,Callacanthis burtoni,34265,Spectacled Finch
sp,16490,Chloris chloris,02.06.2008,,Carduelis chloris,34462,European Greenfinch
sp,16500,Chloris sinica,07.11.2024,Excludes Chloris kittlitzi,Carduelis sinica,34473,Oriental Greenfinch
sp,16510,Chloris ambigua,02.06.2008,,Carduelis ambigua,34486,Black-headed Greenfinch
sp,16520,Chloris spinoides,02.06.2008,,Carduelis spinoides,34481,Yellow-breasted Greenfinch
sp,16530,Carduelis carduelis,22.11.2024,Excludes Carduelis caniceps,Carduelis carduelis,34692,European Goldfinch
ssp,16531,Carduelis carduelis carduelis,02.06.2008,,Carduelis carduelis carduelis,34694,NA
sp,16532,Carduelis caniceps,26.03.2025,,Carduelis carduelis caniceps,34704,Grey-crowned Goldfinch
sp,16540,Spinus spinus,02.06.2008,,Carduelis spinus,34743,Eurasian Siskin
sp,16550,Spinus pinus,02.06.2008,,Carduelis pinus,34745,Pine Siskin
sp,16560,Spinus notatus,02.06.2008,,Carduelis notata,34750,Black-headed Siskin
sp,16570,Spinus tristis,02.06.2008,,Carduelis tristis,34732,American Goldfinch
sp,16580,Spinus psaltria,02.06.2008,,Carduelis psaltria,34737,Lesser Goldfinch
sp,16590,Spinus lawrencei,02.06.2008,,Carduelis lawrencei,34731,Lawrence's Goldfinch
sp,16600,Linaria cannabina,02.06.2008,,Carduelis cannabina,34631,Common Linnet
ssp,16601,Linaria cannabina cannabina,02.06.2008,,Carduelis cannabina cannabina,34633,NA
ssp,16602,Linaria cannabina meadewaldoi,02.06.2008,,Carduelis cannabina meadewaldoi,34637,NA
ssp,16603,Linaria cannabina harterti,07.11.2024,,Carduelis cannabina harteri,34638,NA
ssp,16604,Linaria cannabina mediterranea,02.06.2008,,Carduelis cannabina mediterranea,34635,NA
sp,16610,Linaria yemenensis,02.06.2008,,Carduelis yemenensis,34639,Yemen Linnet
sp,16620,Linaria flavirostris,02.06.2008,,Carduelis flavirostris,34621,Twite
a,16630,Acanthis flammea flammea sensu lato,22.11.2024,Includes Acanthis flammea cabaret and Acanthis flammea rostrata but excludes Acanthis flammea hornemanni and Acanthis flammea exilipes,,NA,NA
ssp,16631,Acanthis flammea flammea,02.06.2008,,Carduelis flammea flammea,34642,NA
ssp,16632,Acanthis flammea rostrata,02.06.2008,,Carduelis flammea rostrata,34643,NA
a,16633,Acanthis flammea flammea sensu lato,22.11.2024,Includes Acanthis flammea rostrata; but excludes Acanthis flammea cabaret; Acanthis flammea hornemanni and Acanthis flammea exilipes,Carduelis flammea flammea/rostrata,NA,NA
ssp,16634,Acanthis flammea cabaret,22.11.2024,,Carduelis flammea cabaret,34646,NA
sp,16635,Acanthis flammea,22.11.2024,Includes Acanthis cabaret and Acanthis hornemanni,,34641,Redpoll
a,16640,Acanthis flammea hornemanni sensu lato,22.11.2024,Includes Acanthis flammea exilipes,Carduelis hornemanni,NA,NA
ssp,16641,Acanthis flammea hornemanni,22.11.2024,,Carduelis hornemanni hornemanni,34649,NA
ssp,16642,Acanthis flammea exilipes,22.11.2024,,Carduelis hornemanni exilipes,34648,NA
a,16649,Carduelis/Chloris/Acanthis/Linaria/Spinus sp.,02.06.2008,,Carduelis spp.,NA,NA
sp,16650,Loxia leucoptera,02.06.2008,,Loxia leucoptera,34679,Two-barred Crossbill
sp,16660,Loxia curvirostra,07.11.2024,Excludes Loxia sinesciurus,Loxia curvirostra,34653,Red Crossbill
sp,16670,Loxia scotica,02.06.2008,,Loxia scotica,34651,Scottish Crossbill
sp,16680,Loxia pytyopsittacus,02.06.2008,,Loxia pytyopsittacus,34650,Parrot Crossbill
a,16689,Loxia sp.,02.06.2008,,Loxia sp.,NA,NA
