Totaal,Handsoorten,,"Terug-
vangst",Landen,,Kleurring,Locaties,Vangmethoden,Aantal zelf geringd,,,,,
,80,,,4,,5,8,8,,21,uniek,71,5,21
3739,,,942,,,200,,,1718,76,door mij,1718,91,76
Datum,Soort,"Nieuwe
projectsoort","Terug-
vangst",Buitenland,Ringnummer,Kleurring,Locatie,Vangmethode,Ringer,"Zoönose
door mij",Bijzonderheid,Ringsoorten,Kleurring,Zoönose
,,,j,land,,kleurcode,,,,j,,,,
20-09-2021,Pimpelmees,110,,,BJ73833,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Pimpelmees,111,,,BJ73835,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Koolmees,111,,,BJ73837,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
20-09-2021,Koolmees,112,,,BJ73838,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
20-09-2021,Pimpelmees,112,,,BJ73840,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Koolmees,113,,,BJ73839,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
20-09-2021,Pimpelmees,113,,,BJ73847,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Pimpelmees,,
20-09-2021,Zwartkop,249,j,,BJ72684,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-09-2021,Zwartkop,250,j,,BJ72667,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-09-2021,Zwartkop,251,,,BJ73809,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-09-2021,Zwartkop,252,,,BJ73810,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-09-2021,Zwartkop,253,,,BJ73812,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Zwartkop,254,,,BJ73813,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Zwartkop,255,,,BJ73814,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-09-2021,Zwartkop,256,,,BJ73815,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-09-2021,Zwartkop,257,,,BJ73816,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-09-2021,Zwartkop,258,,,BJ73817,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-09-2021,Zwartkop,259,,,BJ73818,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Zwartkop,260,,,BJ73820,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-09-2021,Zwartkop,261,,,BJ73826,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-09-2021,Zwartkop,262,,,BJ73828,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-09-2021,Zwartkop,263,,,BJ73841,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
20-09-2021,Zwartkop,264,,,BJ73843,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
20-09-2021,Zwartkop,265,,,BJ73844,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
02-10-2021,Huismus,1,,,Y108026,BG*N,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,2,j,,Y107896,B*NN,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,3,j,,Y107985,*NGR,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,4,j,,Y107941,NG*B,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,5,j,,Y107992,N*RR,Oeken,Kooi,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,6,,,Y108027,BR*N,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,7,,,Y108028,BPu*N,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,8,j,,Y107526,*WBG,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,9,j,,Y107556,W*RPu,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,10,j,,Y107899,*BNG,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,11,j,,Y108012,NG*N,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,12,,,Y108029,BY*N,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,13,,,Y108030,BW*N,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,14,j,,Y107918,PuPu*B,Oeken,Kooi,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,15,j,,Y107775,B*RR,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,16,j,,Y107871,*BPuG,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Huismus,17,j,,Y107509,*WWB,Oeken,Mistnet,Thijs ter Avest,,,Huismus,Huismus,
02-10-2021,Merel,20,,,L595903,,Oeken,Mistnet,Thijs ter Avest,,,Merel,,
02-10-2021,Roodborst,54,,,BP58330,,Oeken,Whoos,Thijs ter Avest,,,Roodborst,,
02-10-2021,Koolmees,114,j,,BP58283,,Oeken,Mistnet,Thijs ter Avest,,,Koolmees,,
02-10-2021,Koolmees,115,,,BP58331,,Oeken,Mistnet,Thijs ter Avest,,,Koolmees,,
09-10-2021,Gaai,1,,,1628175,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Gaai,,
09-10-2021,IJsvogel,1,,,P45853,,"De Haar, Utrecht",Mistnet,Annemarie Loof,,,,,
09-10-2021,Waterral,1,,,1628174,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,j,Tijdens examen zoönose,Waterral,,Waterral
09-10-2021,Rietgors,3,,,BJ73136,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Rietgors,,
09-10-2021,Grote Bonte Specht,5,j,,L499302,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Grote Bonte Specht,,
09-10-2021,Grote Bonte Specht,6,j,,L499304,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Grote Bonte Specht,,
09-10-2021,Zanglijster,13,j,,H376881,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zanglijster,,
09-10-2021,Zanglijster,14,,,H377181,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,j,,Zanglijster,,Zanglijster
09-10-2021,Winterkoning,22,j,,AKN768,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Winterkoning,,
09-10-2021,Winterkoning,23,,,AKN816,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Winterkoning,,
09-10-2021,Grasmus,23,,,BJ73131,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Grasmus,,
09-10-2021,Winterkoning,24,j,,AKN758,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Winterkoning,,
09-10-2021,Kleine Karekiet,30,,,BJ73125,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Kleine Karekiet,,
09-10-2021,Kleine Karekiet,31,,,BJ73126,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Kleine Karekiet,,
09-10-2021,Roodborst,55,,,BJ73129,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
09-10-2021,Roodborst,56,,,BJ73130,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
09-10-2021,Roodborst,57,,,BJ73132,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
09-10-2021,Roodborst,58,,,BJ73133,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
09-10-2021,Roodborst,59,,,BJ73134,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
09-10-2021,Pimpelmees,114,,,BJ73127,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Pimpelmees,,
09-10-2021,Koolmees,116,j,,BJ74198,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
09-10-2021,Koolmees,117,j,,PR00015,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
09-10-2021,Zwartkop,266,,,BJ73138,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
09-10-2021,Zwartkop,267,,,BJ73124,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
09-10-2021,Zwartkop,268,,,BJ73128,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
10-10-2021,Vuurgoudhaan,1,,,ARX590,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Vuurgoudhaan,,
10-10-2021,Sijs,1,,,BP56744,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
10-10-2021,Sijs,2,,,BP56747,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
10-10-2021,Goudhaan,1,,,ARX569,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Zwarte Mees,4,,,BP56731,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwarte Mees,,
10-10-2021,Zwarte Mees,5,,,BP56737,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwarte Mees,,
10-10-2021,Zwarte Mees,6,,,BP56741,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwarte Mees,,
10-10-2021,Zwarte Mees,7,,,BP56742,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwarte Mees,,
10-10-2021,Zwarte Mees,8,,,BP56807,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Zwarte Mees,9,,,BP56813,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Goudvink,10,j,,V981999,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Goudvink,,
10-10-2021,Zwarte Mees,10,,,BP56814,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Zanglijster,15,,,L588730,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Zanglijster,16,,,L588731,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Geelgors,20,,,Y041101,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Geelgors,,
10-10-2021,Winterkoning,25,,,ARX563,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Winterkoning,,
10-10-2021,Winterkoning,26,,,ARX562,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Winterkoning,27,,,ARX564,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Winterkoning,28,,,ARX565,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Winterkoning,29,,,ARX568,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Vink,39,,,V982200,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Tjiftjaf,56,,,ARX566,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Tjiftjaf,57,,,ARX567,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Roodborst,60,,,BP56728,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
10-10-2021,Roodborst,61,,,BP56729,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
10-10-2021,Roodborst,62,,,BP56733,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,j,,Roodborst,,Roodborst
10-10-2021,Roodborst,63,j,,BJ47459,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
10-10-2021,Roodborst,64,,,BP56801,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Roodborst,65,,,BP56802,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Roodborst,66,,,BP56803,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Roodborst,67,,,BP56808,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Pimpelmees,115,,,BP56732,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
10-10-2021,Pimpelmees,116,,,BP56734,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
10-10-2021,Pimpelmees,117,j,,BP56500,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
10-10-2021,Koolmees,118,,,BP56735,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-10-2021,Pimpelmees,118,,,BP56736,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
10-10-2021,Koolmees,119,,,BP56738,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-10-2021,Pimpelmees,119,j,,BP56695,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
10-10-2021,Koolmees,120,,,BP56739,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-10-2021,Pimpelmees,120,j,,BL92988,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
10-10-2021,Koolmees,121,,,BP56740,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-10-2021,Pimpelmees,121,,,BP56743,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
10-10-2021,Koolmees,122,,,BP56745,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-10-2021,Pimpelmees,122,j,,BP56694,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
10-10-2021,Koolmees,123,,,BP56746,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-10-2021,Pimpelmees,123,,,BP56811,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Koolmees,124,j,,BP56093,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-10-2021,Koolmees,125,,,BP56748,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-10-2021,Koolmees,126,j,,BP56144,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-10-2021,Koolmees,127,j,,BP56067,,"Hackfort, Vorden",Mistnet,Gerard Bogaert,,,,,
10-10-2021,Koolmees,128,,,BP56749,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-10-2021,Koolmees,129,,,BP56750,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-10-2021,Koolmees,130,j,,BL92949,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Koolmees,131,,,BP56812,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Koolmees,132,,,BP56815,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Koolmees,133,,,BP56816,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Zwartkop,269,,,BP56730,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
10-10-2021,Zwartkop,270,,,BP56804,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Zwartkop,271,,,BP56805,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Zwartkop,272,,,BP56806,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Zwartkop,273,,,BP56809,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
10-10-2021,Zwartkop,274,,,BP56810,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Goudhaan,2,,,ARX578,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Goudhaan,,
17-10-2021,Gaai,2,j,,1653463,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,j,,Gaai,,Gaai
17-10-2021,Sijs,3,,,BP56865,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Sijs,4,,,BP56871,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Sijs,5,,,BP56913,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
17-10-2021,Sijs,6,,,BP56914,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
17-10-2021,Zwarte Mees,11,,,BP56867,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
17-10-2021,Zwarte Mees,12,,,BP56870,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Zwarte Mees,13,,,BP56909,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwarte Mees,,
17-10-2021,Heggenmus,15,,,BP56868,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
17-10-2021,Heggenmus,16,,,BP56912,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Heggenmus,,
17-10-2021,Merel,21,,,L588740,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,j,,,,Merel
17-10-2021,Merel,22,j,,L588651,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,j,,,,Merel
17-10-2021,Merel,23,,,L588741,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Winterkoning,30,j,,ARX568,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Vink,40,,,Y041102,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Roodborst,68,,,BP56863,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Roodborst,69,,,BP56864,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Roodborst,70,,,BP56866,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Roodborst,71,,,BP56869,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
17-10-2021,Roodborst,72,,,BP56906,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
17-10-2021,Roodborst,73,,,BP56907,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
17-10-2021,Pimpelmees,124,j,,?919,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Pimpelmees,125,,,BP56916,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
17-10-2021,Koolmees,134,,,BP56392,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Koolmees,135,j,,BL92730,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-10-2021,Koolmees,136,,,BP56908,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
17-10-2021,Koolmees,137,j,,BP56489,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
17-10-2021,Koolmees,138,,,BP56910,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
17-10-2021,Koolmees,139,,,BP56911,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
17-10-2021,Koolmees,140,,,BP56915,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
17-10-2021,Koolmees,141,j,,BP56904,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
17-10-2021,Koolmees,142,j,,BL92995,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
17-10-2021,Zwartkop,275,,,BP56872,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Glanskop,2,j,,BP56875,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,7,,,BP56980,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Grote Bonte Specht,7,,,BP56996,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Grote Bonte Specht,,
06-11-2021,Sijs,8,,,BP56982,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Grote Bonte Specht,8,j,,L588715,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,9,,,BP56983,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Grote Bonte Specht,9,,,L588750,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,10,,,BP56984,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Sijs,11,,,BP56985,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Goudvink,11,,,Y041112,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,12,,,BP56986,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Sijs,13,,,BP56987,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Sijs,14,,,BP56988,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Zwarte Mees,14,,,BP56992,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwarte Mees,,
06-11-2021,Sijs,15,,,BP56989,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Sijs,16,,,BP56991,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Sijs,17,,,BP56997,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Sijs,18,,,BP56998,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Sijs,19,,,BP56999,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Sijs,20,,,BR10028,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Boomklever,20,j,,V982191,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,21,,,BR10031,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Sijs,22,,,BR10032,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Sijs,23,,,BR10036,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Sijs,,
06-11-2021,Merel,24,j,,L588735,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Merel,,
06-11-2021,Sijs,24,,,BR10027,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Merel,25,,,L588747,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Merel,,
06-11-2021,Sijs,25,,,BR10029,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,26,,,BR10030,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Merel,26,,,L588746,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,27,,,BR10033,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Merel,27,,,L588748,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,28,,,BR10034,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,29,,,BR10035,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,30,,,BR10002,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Winterkoning,31,,,ARX589,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Winterkoning,,
06-11-2021,Sijs,31,,,BR10003,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,32,,,BR10004,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,33,,,BR10005,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,34,,,BR10006,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,35,,,BR10007,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,36,,,BR10008,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,37,,,BR10009,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,38,,,BR10010,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,39,,,BR10011,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,40,,,BR10012,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Vink,41,j,,V982049,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Vink,,
06-11-2021,Sijs,41,,,BR10013,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Vink,42,,,Y041110,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Vink,,
06-11-2021,Sijs,42,,,BR10017,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Vink,43,,,Y041111,,"Hackfort, Vorden",Mistnet,Anne Buijtenhek,,,,,
06-11-2021,Sijs,43,,,BR10018,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,44,,,BR10019,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,45,,,BR10020,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,46,,,BR10021,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Sijs,47,,,BR10022,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Roodborst,74,,,BP57000,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
06-11-2021,Roodborst,75,,,BR10014,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Roodborst,76,j,,BP56317,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
06-11-2021,Pimpelmees,126,,,BP56994,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
06-11-2021,Pimpelmees,127,,,BP56995,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
06-11-2021,Pimpelmees,128,,,BR10025,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
06-11-2021,Pimpelmees,129,,,BR10026,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
